,taxon.name,taxon.id,taxon.rank,count,taxon.observations_count,taxon.ancestor_ids
393,Baeospora myosura,118349,species,4,2644,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 118042, 118350, 118349]"
394,Sarcodon squamosus,122334,species,4,525,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 122336, 122334]"
395,Cortinarius caperatus,125364,species,4,2083,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433698, 375149, 125364]"
396,Disciotis venosa,126911,species,4,363,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 126912, 126911]"
397,Sarcoscypha austriaca,126913,species,4,4857,"[48460, 47170, 48250, 372740, 152032, 48717, 49135, 49136, 126913]"
398,Lycoperdon excipuliforme,154675,species,4,2767,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 48444, 154675]"
399,Leratiomyces squamosus,155059,species,4,356,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 53282, 155059]"
400,Scleroderma verrucosum,179071,species,4,440,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 55928, 55929, 179071]"
401,Mycena epipterygia,179107,species,4,3147,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 179107]"
402,Coprinellus domesticus,203062,species,4,1879,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 56315, 947428, 203062]"
403,Phleogena faginea,203926,species,4,1015,"[48460, 47170, 47169, 416490, 152037, 152582, 203927, 203928, 203926]"
404,Mycena meliigena,205078,species,4,682,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1274773, 205078]"
405,Marasmius epiphyllus,207599,species,4,267,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 54067, 207599]"
406,Pleurotus dryinus,334340,species,4,969,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 48495, 48496, 334340]"
407,Gymnopus brassicolens,344922,species,4,2495,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 1134710, 344922]"
408,Amanita argentea,350029,species,4,20,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 350029]"
409,Lactarius pallidus,351301,species,4,63,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 351301]"
410,Laeticutis cristata,351337,species,4,206,"[48460, 47170, 47169, 492000, 50814, 48341, 54167, 1150984, 351337]"
411,Porphyrellus porphyrosporus,351944,species,4,752,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 353207, 351944]"
412,Strobilurus tenacellus,352463,species,4,106,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 133083, 352463]"
413,Cumminsiella mirabilissima,382066,species,4,283,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 374653, 382066]"
414,Lactarius turpis,382886,species,4,1503,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 382886]"
415,Penicillium digitatum,383410,species,4,336,"[48460, 47170, 48250, 372740, 117868, 372776, 152547, 791866, 194449, 1148195, 1148206, 383410]"
416,Vuilleminia comedens,384734,species,4,78,"[48460, 47170, 47169, 492000, 50814, 152211, 130932, 375298, 384734]"
417,Tricholoma acerbum,451025,species,4,46,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377697, 451025]"
418,Gymnopus hariolorum,497529,species,4,27,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 497529]"
419,Cortinarius atrovirens,515019,species,4,41,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151859, 515019]"
420,Cortinarius bulliardii,515023,species,4,30,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151842, 1152363, 1455722, 515023]"
421,Calocybe ionides,552578,species,4,53,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 358134, 552578]"
422,Hebeloma radicosum,566524,species,4,47,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 192716, 1428715, 566524]"
423,Hygrophorus lindtneri,602634,species,4,22,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135951, 1135953, 1135957, 602634]"
424,Russula amoenicolor,625439,species,4,39,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396116, 625439]"
425,Myxarium nucleatum,742831,species,4,5247,"[48460, 47170, 47169, 492000, 50814, 50815, 373315, 374950, 742831]"
426,Parasola conopilea,830766,species,4,2097,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 56311, 1180102, 830766]"
427,Lactarius acerrimus,854518,species,4,60,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 854518]"
428,Pluteus fenzlii,865185,species,4,21,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366819, 1443556, 865185]"
429,Coleroa robertiani,894691,species,4,43,"[48460, 47170, 48250, 372740, 55174, 504101, 58702, 374620, 894691]"
430,Cerioporus varius,895267,species,4,3011,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 895268, 895267]"
431,Calycina citrina,955949,species,4,8863,"[48460, 47170, 48250, 372740, 55523, 49073, 791564, 359415, 955949]"
432,Leccinellum griseum,994898,species,4,34,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 332503, 1227178, 994898]"
433,Conocybe aeruginosa,1047567,species,4,12,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 117228, 1047567]"
434,Dissingia leucomelaena,1069001,species,4,343,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 1068988, 1069001]"
435,Vanderbylia fraxinea,1124968,species,4,197,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 1124967, 1124968]"
436,Russula nobilis,49446,species,3,153,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396329, 49446]"
437,Macrocystidia cucumis,49544,species,3,540,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1181402, 49546, 49544]"
438,Clathrus archeri,51135,species,3,4211,"[48460, 47170, 47169, 492000, 50814, 891028, 48708, 1395929, 51137, 51135]"
439,Cortinarius sanguineus,55030,species,3,422,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433686, 123890, 55030]"
440,Coprinopsis lagopus,55605,species,3,15355,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 48522, 1180062, 55605]"
441,Clathrus ruber,56534,species,3,5888,"[48460, 47170, 47169, 492000, 50814, 891028, 48708, 1395929, 51137, 56534]"
442,Leotia lubrica,58669,species,3,5200,"[48460, 47170, 48250, 372740, 55523, 58671, 58672, 58673, 58669]"
443,Panus conchatus,59249,species,3,1927,"[48460, 47170, 47169, 492000, 50814, 47380, 974750, 59250, 59249]"
444,Mycena galericulata,63446,species,3,15115,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 63446]"
445,Sarcomyxa serotina,63585,species,3,7082,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 1128531, 63586, 63585]"
446,Gymnopilus junonius,83196,species,3,7023,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 83198, 1155105, 83196]"
447,Byssomerulius corium,118073,species,3,2858,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 118077, 118073]"
448,Suillus lakei,118159,species,3,1949,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 118159]"
449,Russula queletii,118189,species,3,289,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396270, 118189]"
450,Tapinella panuoides,118202,species,3,1679,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 118204, 118205, 118202]"
451,Tricholoma equestre,118215,species,3,1461,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377701, 118215]"
452,Marasmiellus candidus,118242,species,3,5486,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 118242]"
453,Psathyrella piluliformis,118273,species,3,4860,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 67745, 1179771, 118273]"
454,Pluteus salicinus,118281,species,3,295,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366821, 118281]"
455,Callistosporium luteo-olivaceum,118354,species,3,585,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1128007, 118357, 118354]"
456,Battarrea phalloides,119969,species,3,1617,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181092, 119970, 119969]"
457,Conocybe tenera,121765,species,3,1810,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 117228, 121765]"
458,Cortinarius semisanguineus,125353,species,3,2008,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433686, 123890, 125353]"
459,Xylobolus frustulatus,130947,species,3,4864,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 130949, 130947]"
460,Hypomyces chrysospermus,152947,species,3,6896,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 48247, 48246, 152947]"
461,Helvella macropus,153377,species,3,954,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 153377]"
462,Pholiota squarrosa,153445,species,3,5936,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 64076, 1145086, 1145087, 153445]"
463,Russula risigallina,153464,species,3,95,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 153464]"
464,Agaricus sylvicola,154291,species,3,1405,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 154291]"
465,Crepidotus crocophyllus,154733,species,3,1624,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 154733]"
466,Russula xerampelina,154875,species,3,4457,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396136, 154875]"
467,Crepidotus variabilis,155053,species,3,1361,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 155053]"
468,Peziza arvernensis,179096,species,3,187,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 57372, 179096]"
469,Gymnopus erythropus,179105,species,3,421,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 1134711, 179105]"
470,Russula fragilis,179715,species,3,1101,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396329, 179715]"
471,Puccinia lagenophorae,200848,species,3,1023,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 200848]"
472,Mycetinis scorodonius,203669,species,3,687,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 203670, 203669]"
473,Scleroderma areolatum,203805,species,3,1314,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 55928, 55929, 203805]"
474,Phragmidium violaceum,205076,species,3,926,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 71043, 205077, 205076]"
475,Taphrina deformans,244392,species,3,1052,"[48460, 47170, 48250, 791576, 152035, 152525, 192644, 192645, 244392]"
476,Erysiphe polygoni,334923,species,3,663,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394527, 328021, 334923]"
477,Gyroporus cyanescens,335276,species,3,600,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 125691, 125692, 335276]"
478,Trichaptum fuscoviolaceum,335960,species,3,674,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 118119, 335960]"
479,Simocybe centunculus,343174,species,3,853,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 328220, 343174]"
480,Leccinum versipelle,343661,species,3,2321,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1199038, 54203, 1397469, 343661]"
481,Plectania melastoma,344501,species,3,247,"[48460, 47170, 48250, 372740, 152032, 48717, 57371, 344502, 344501]"
482,Amanita subnudipes,347859,species,3,58,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 347859]"
483,Leucoagaricus barssii,348978,species,3,932,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 119985, 348978]"
484,Agaricus porphyrocephalus,350003,species,3,48,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824801, 844123, 350003]"
485,Geastrum schmidelii,350834,species,3,41,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085908, 350834]"
486,Helvella costifera,350979,species,3,44,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 350979]"
487,Pluteus ephebeus,351890,species,3,63,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366819, 351890]"
488,Neodasyscypha cerina,353212,species,3,81,"[48460, 47170, 48250, 372740, 55523, 49073, 791164, 353213, 353212]"
489,Amanita battarrae,363601,species,3,52,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 363601]"
490,Syzygites megalocarpus,366755,species,3,1642,"[48460, 47170, 55113, 794033, 794035, 123763, 794036, 366756, 366755]"
491,Agrocybe acericola,381183,species,3,209,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118395, 1468920, 381183]"
492,Anthracobia melaloma,381249,species,3,271,"[48460, 47170, 48250, 372740, 152032, 48717, 48718, 332464, 381249]"
493,Athelia arachnoidea,399803,species,3,1324,"[48460, 47170, 47169, 492000, 50814, 1094814, 152591, 176051, 175896, 399803]"
494,Agaricus urinascens,411042,species,3,54,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 411042]"
495,Spinellus fusiger,425360,species,3,1119,"[48460, 47170, 55113, 794033, 794035, 123763, 319607, 425361, 425360]"
496,Conocybe deliquescens,464047,species,3,160,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55472, 117228, 464047]"
497,Erysiphe alphitoides,464832,species,3,2150,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394527, 328021, 464832]"
498,Agaricus bohusii,480762,species,3,123,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 824809, 480762]"
499,Amanita submembranacea,481222,species,3,112,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 481222]"
500,Xerula pudens,491237,species,3,59,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 203697, 491237]"
501,Strobilurus esculentus,492210,species,3,722,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 133083, 492210]"
502,Lepiota lilacea,497834,species,3,92,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 497834]"
503,Hygrophorus capreolarius,500127,species,3,76,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1096426, 1135972, 500127]"
504,Tephrocybe rancida,500130,species,3,141,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 354744, 500130]"
505,Amanita spadicea,504734,species,3,8,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1149497, 48419, 1142599, 906594, 504734]"
506,Leucocoprinus cretaceus,525049,species,3,1268,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 85399, 525049]"
507,Lepista glaucocana,543041,species,3,111,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1155395, 1128513, 55591, 543041]"
508,Lactarius circellatus,625891,species,3,77,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 625891]"
509,Volvariella murinella,710189,species,3,27,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 63421, 710189]"
510,Chlorophyllum agaricoides,776979,species,3,29,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 56536, 1413393, 776979]"
511,Hortiboletus bubalinus,875042,species,3,69,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 544547, 875042]"
512,Phylloporia ribis,875132,species,3,57,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 328269, 875132]"
513,Phaeotremella foliacea,901819,species,3,4268,"[48460, 47170, 47169, 492000, 83737, 48530, 1110023, 994028, 994056, 901819]"
514,Lepiota ignivolvata,922674,species,3,64,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 922674]"
515,Trametes warnieri,974657,species,3,84,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 47378, 974657]"
516,Stereum insignitum,1254633,species,3,67,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 1254633]"
517,Collybiopsis confluens,1275338,species,3,1202,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 374622, 1275338]"
518,Limacellopsis guttata,1364980,species,3,21,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 118249, 1364979, 1364980]"
519,Fomitiporia hartigii,1393185,species,3,232,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 352247, 1393185]"
520,Irpex latemarginatus,1427972,species,3,145,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 130927, 1427972]"
521,Hesperomyces harmoniae,1433448,species,3,2763,"[48460, 47170, 48250, 372740, 152029, 152530, 337770, 362822, 1267749, 1433448]"
522,Lobaria pulmonaria,48711,species,2,19178,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 48713, 48714, 48711]"
523,Ramaria botrytis,48800,species,2,289,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 48707, 1478434, 48800]"
524,Hygrocybe punicea,51869,species,2,1836,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135479, 1135487, 1135488, 51869]"
525,Psilocybe semilanceata,54025,species,2,642,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 54026, 54025]"
526,Stereum ostrea,55496,species,2,14636,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 55496]"
527,Peniophora incarnata,55877,species,2,559,"[48460, 47170, 47169, 492000, 50814, 48341, 55878, 55879, 55877]"
528,Coprinellus flocculosus,56316,species,2,1740,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 56315, 1179721, 56316]"
529,Agaricus bisporus,61395,species,2,1196,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824804, 824808, 1444566, 61395]"
530,Clavulina coralloides,63260,species,2,8533,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 63266, 63260]"
531,Mycena vitilis,63450,species,2,105,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 63450]"
532,Mycena filopes,63466,species,2,593,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 63466]"
533,Arrhenia epichysium,67343,species,2,1297,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135219, 1135221, 67344, 67343]"
534,Clavulina rugosa,81961,species,2,3182,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 63266, 81961]"
535,Gyromitra esculenta,85120,species,2,6026,"[48460, 47170, 48250, 372740, 152032, 48717, 85119, 85118, 951401, 85120]"
536,Hypogymnia physodes,117971,species,2,12677,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 117988, 117971]"
537,Chlorociboria aeruginosa,117999,species,2,499,"[48460, 47170, 48250, 372740, 55523, 49073, 791906, 54595, 117999]"
538,Thelephora anthocephala,118101,species,2,108,"[48460, 47170, 47169, 492000, 50814, 52526, 118108, 118110, 118101]"
539,Thelephora terrestris,118102,species,2,5111,"[48460, 47170, 47169, 492000, 50814, 52526, 118108, 118110, 118102]"
540,Stereum sanguinolentum,118104,species,2,457,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 118104]"
541,Rhodocollybia maculata,118168,species,2,1349,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 118165, 118168]"
542,Tricholoma ustaloides,118199,species,2,44,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1366846, 118199]"
543,Panaeolus semiovatus,124539,species,2,969,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1180803, 118262, 124539]"
544,Asterophora lycoperdoides,125378,species,2,978,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 125377, 125378]"
545,Inonotus obliquus,127021,species,2,5081,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 57527, 127021]"
546,Mycenastrum corium,128578,species,2,210,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 128581, 128578]"
547,Kuehneromyces mutabilis,153033,species,2,5078,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 153034, 153033]"
548,Hydnellum peckii,154949,species,2,2159,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 52528, 154949]"
549,Lactarius quietus,155080,species,2,1097,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 155080]"
550,Phlebia radiata,155122,species,2,7049,"[48460, 47170, 47169, 492000, 50814, 47380, 118046, 118085, 155122]"
551,Pisolithus arhizus,179044,species,2,4436,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 63838, 63839, 1366812, 179044]"
552,Myriostoma coliforme,179103,species,2,335,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 179106, 179103]"
553,Geastrum fornicatum,179257,species,2,245,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085876, 179257]"
554,Agaricus bresadolanus,179697,species,2,37,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824805, 824819, 179697]"
555,Lactarius lignyotus,194373,species,2,922,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174533, 194373]"
556,Russula densifolia,194407,species,2,199,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167956, 1483295, 1396126, 194407]"
557,Scleroderma bovista,194501,species,2,495,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 55928, 55929, 194501]"
558,Stereum complicatum,196842,species,2,20514,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 196842]"
559,Coprinellus xanthothrix,203063,species,2,78,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 56315, 947428, 203063]"
560,Russula atropurpurea,210270,species,2,450,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 210270]"
561,Chrysomphalina grossula,216850,species,2,104,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135225, 175910, 216850]"
562,Illosporiopsis christiansenii,319242,species,2,961,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 319243, 319242]"
563,Cortinarius salor,332482,species,2,110,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1152034, 332482]"
564,Phellodon niger,332674,species,2,1399,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 179736, 332674]"
565,Radulomyces molaris,332678,species,2,96,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 905657, 1181456, 332679, 332678]"
566,Stereum gausapatum,332685,species,2,1337,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 332685]"
567,Erysiphe cruciferarum,334922,species,2,287,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394527, 328021, 334922]"
568,Tricholoma scalpturatum,340560,species,2,336,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444969, 1366847, 1441770, 340560]"
569,Xylobolus subpileatus,340840,species,2,661,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 130949, 340840]"
570,Chroogomphus helveticus,344022,species,2,25,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48426, 48640, 1447338, 344022]"
571,Inonotus cuticularis,344540,species,2,87,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 57527, 344540]"
572,Biscogniauxia nummularia,350184,species,2,211,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 792677, 127049, 350184]"
573,Coriolopsis gallica,350460,species,2,793,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 335138, 350460]"
574,Hydnellum suaveolens,351032,species,2,424,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 52528, 351032]"
575,Lentinellus cochleatus,351359,species,2,150,"[48460, 47170, 47169, 492000, 50814, 48341, 55176, 118238, 351359]"
576,Melanoleuca strictipes,351524,species,2,118,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 332511, 351524]"
577,Puccinia menthae,352096,species,2,92,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 352096]"
578,Ramaria aurea,352176,species,2,13,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 48707, 352176]"
579,Russula fellea,352281,species,2,89,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 352281]"
580,Stropharia coronilla,352465,species,2,898,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 53283, 1445304, 352465]"
581,Tricholoma vaccinum,352609,species,2,973,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1366846, 352609]"
582,Volvariella pusilla,352832,species,2,56,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 63421, 352832]"
583,Lepiota castanea,379844,species,2,240,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 379844]"
584,Coleosporium tussilaginis,381759,species,2,542,"[48460, 47170, 47169, 416490, 69967, 69968, 1151228, 69969, 148087, 381759]"
585,Erysiphe platani,382273,species,2,437,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394527, 328021, 382273]"
586,Erysiphe aquilegiae,382338,species,2,390,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394527, 328021, 382338]"
587,Gloeophyllum abietinum,382464,species,2,120,"[48460, 47170, 47169, 492000, 50814, 67339, 67340, 67341, 382464]"
588,Gymnopus androsaceus,382517,species,2,1040,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 55293, 1134709, 382517]"
589,Lepiota subincarnata,382931,species,2,251,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 382931]"
590,Phlebia rufa,383555,species,2,82,"[48460, 47170, 47169, 492000, 50814, 47380, 118046, 118085, 383555]"
591,Psathyrella bipellis,383829,species,2,1619,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 67745, 1179801, 383829]"
592,Rhodocybe gemina,384046,species,2,102,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 118172, 384046]"
