,taxon.name,taxon.id,taxon.rank,count,taxon.observations_count,taxon.ancestor_ids
796,Lobaria pulmonaria,48711,species,2,19178,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 48713, 48714, 48711]"
797,Ramaria botrytis,48800,species,2,289,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 48707, 1478434, 48800]"
798,Psilocybe semilanceata,54025,species,2,642,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 54026, 54025]"
799,Cortinarius torvus,58674,species,2,193,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151842, 1152347, 58674]"
800,Cortinarius traganus,58676,species,2,1042,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151842, 1152350, 58676]"
801,Chlorophyllum brunneum,58693,species,2,4186,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 56536, 1413392, 58693]"
802,Sparassis crispa,63014,species,2,2690,"[48460, 47170, 47169, 492000, 50814, 47380, 63019, 63020, 63014]"
803,Mycena abramsii,63423,species,2,135,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1453238, 63423]"
804,Mycena citrinomarginata,63436,species,2,134,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1453238, 63436]"
805,Pholiota flammans,64075,species,2,550,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 64076, 1145086, 1147111, 64075]"
806,Peltigera polydactylon,69728,species,2,1463,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 54295, 54294, 69728]"
807,Hypomyces cervinigenus,118004,species,2,725,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 48247, 48246, 118004]"
808,Peziza vesiculosa,118007,species,2,2034,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 57372, 118007]"
809,Dacrymyces chrysospermus,118028,species,2,18837,"[48460, 47170, 47169, 492000, 53277, 53278, 53279, 53280, 118028]"
810,Thelephora anthocephala,118101,species,2,108,"[48460, 47170, 47169, 492000, 50814, 52526, 118108, 118110, 118101]"
811,Stereum ochraceoflavum,118107,species,2,1374,"[48460, 47170, 47169, 492000, 50814, 48341, 55502, 55503, 118107]"
812,Lycoperdon molle,118130,species,2,163,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48445, 48444, 118130]"
813,Rickenella swartzii,118171,species,2,289,"[48460, 47170, 47169, 492000, 50814, 57519, 541370, 118174, 118171]"
814,Tricholoma myomyces,118209,species,2,156,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444969, 1366847, 118209]"
815,Xeromphalina cauticinalis,118219,species,2,1649,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 56253, 1239850, 118219]"
816,Pluteus thomsonii,118277,species,2,117,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 118277]"
817,Morchella deliciosa,120174,species,2,48,"[48460, 47170, 48250, 372740, 152032, 48717, 56831, 56830, 1062676, 120174]"
818,Cladonia pyxidata,123894,species,2,3316,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 49489, 49490, 123894]"
819,Panaeolus semiovatus,124539,species,2,969,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1180803, 118262, 124539]"
820,Cladonia foliacea,125850,species,2,1551,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 49489, 49490, 125850]"
821,Inonotus obliquus,127021,species,2,5081,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 57527, 127021]"
822,Peltigera praetextata,127051,species,2,3847,"[48460, 47170, 48250, 372740, 54743, 952186, 48712, 54295, 54294, 127051]"
823,Russula aurora,127508,species,2,44,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396160, 1396291, 127508]"
824,Russula rosea,127509,species,2,171,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 127509]"
825,Crepidotus autochthonus,154742,species,2,10,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416506, 118288, 154742]"
826,Hydnellum peckii,154949,species,2,2159,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 52528, 154949]"
827,Clitocybe metachroa,155061,species,2,77,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1155395, 1128513, 54625, 155061]"
828,Lactarius quietus,155080,species,2,1097,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 155080]"
829,Physcia stellaris,155090,species,2,6909,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 60717, 117887, 155090]"
830,Cladonia coniocraea,155093,species,2,9277,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 49489, 49490, 155093]"
831,Roridomyces roridus,179021,species,2,502,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 155181, 179021]"
832,Cladonia fimbriata,179037,species,2,9777,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 49489, 49490, 179037]"
833,Pisolithus arhizus,179044,species,2,4436,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 474345, 63838, 63839, 1366812, 179044]"
834,Myriostoma coliforme,179103,species,2,335,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 179106, 179103]"
835,Galerina hypnorum,179175,species,2,1644,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 416512, 118297, 179175]"
836,Agaricus comtulus,179252,species,2,25,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824803, 824806, 179252]"
837,Geastrum fornicatum,179257,species,2,245,"[48460, 47170, 47169, 492000, 50814, 891028, 55013, 55014, 63077, 1085876, 179257]"
838,Phellodon tomentosus,179734,species,2,279,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 179736, 179734]"
839,Aspicilia cinerea,182439,species,2,1177,"[48460, 47170, 48250, 372740, 54743, 793487, 117423, 175733, 175944, 182439]"
840,Dimelaena oreina,182461,species,2,1962,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 117923, 175859, 182461]"
841,Usnea hirta,182679,species,2,8524,"[48460, 47170, 48250, 372740, 54743, 952186, 48327, 54321, 1094690, 67747, 182679]"
842,Asterophora parasitica,194272,species,2,170,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 125377, 194272]"
843,Russula adusta,194408,species,2,188,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167956, 1483295, 1396126, 194408]"
844,Lepiota magnispora,194663,species,2,1506,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 58695, 194663]"
845,Pluteus pellitus,202415,species,2,30,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366821, 202415]"
846,Pluteus plautus,203803,species,2,78,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366819, 1443554, 203803]"
847,Chrysomphalina grossula,216850,species,2,104,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135225, 175910, 216850]"
848,Physcia tenella,228059,species,2,2379,"[48460, 47170, 48250, 372740, 54743, 952186, 372828, 60717, 117887, 228059]"
849,Peziza domiciliana,319053,species,2,152,"[48460, 47170, 48250, 372740, 152032, 48717, 57373, 57372, 319053]"
850,Illosporiopsis christiansenii,319242,species,2,961,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 319243, 319242]"
851,Phycomyces,319606,genus,2,2050,"[48460, 47170, 55113, 794033, 794035, 123763, 319607, 319606]"
852,Marasmius cohaerens,324151,species,2,237,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 49545, 54067, 324151]"
853,Hydnellum concrescens,326130,species,2,1105,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 52528, 326130]"
854,Blumeria graminis,326134,species,2,81,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394529, 326135, 326134]"
855,Entoloma parasiticum,328211,species,2,19,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 328211]"
856,Mycena erubescens,332514,species,2,33,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 332514]"
857,Phellodon niger,332674,species,2,1399,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 179736, 332674]"
858,Erysiphe cruciferarum,334922,species,2,287,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394527, 328021, 334922]"
859,Tulasnella violea,335992,species,2,155,"[48460, 47170, 47169, 492000, 50814, 47350, 335993, 335994, 335992]"
860,Suillus bovinus,337850,species,2,1334,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 53489, 53490, 337850]"
861,Lactarius uvidus,344533,species,2,113,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1435165, 344533]"
862,Entoloma rhodopolium,344658,species,2,177,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1366583, 1417765, 344658]"
863,Xylaria carpophila,348993,species,2,133,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 48806, 55268, 348993]"
864,Agaricus essettei,349999,species,2,38,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824802, 847564, 349999]"
865,Agaricus semotus,350007,species,2,70,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824803, 824806, 350007]"
866,Climacocystis borealis,350364,species,2,883,"[48460, 47170, 47169, 492000, 50814, 47380, 55974, 354216, 350364]"
867,Gloeophyllum odoratum,350861,species,2,1076,"[48460, 47170, 47169, 492000, 50814, 67339, 67340, 67341, 350861]"
868,Helvella ephippium,350983,species,2,40,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 350983]"
869,Hydnum albidum,351036,species,2,152,"[48460, 47170, 47169, 492000, 50814, 47350, 48423, 48422, 969898, 351036]"
870,Hypoxylon fuscum,351128,species,2,632,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 48804, 351128]"
871,Hypoxylon rubiginosum,351179,species,2,497,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 48804, 351179]"
872,Hypoxylon ticinense,351198,species,2,21,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 785476, 48804, 351198]"
873,Lactarius evosmus,351289,species,2,19,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 351289]"
874,Lactarius scrobiculatus,351305,species,2,558,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1366735, 351305]"
875,Lentinellus cochleatus,351359,species,2,150,"[48460, 47170, 47169, 492000, 50814, 48341, 55176, 118238, 351359]"
876,Lentinellus vulpinus,351361,species,2,51,"[48460, 47170, 47169, 492000, 50814, 48341, 55176, 118238, 351361]"
877,Melanoleuca grammopodia,351520,species,2,55,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 332511, 1392627, 351520]"
878,Pholiota highlandensis,351822,species,2,355,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 64076, 1433660, 351822]"
879,Pluteus chrysophaeus,351888,species,2,49,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 351888]"
880,Pluteus chrysophlebius,351889,species,2,1715,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 351889]"
881,Puccinia menthae,352096,species,2,92,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 352096]"
882,Ramaria flava,352185,species,2,59,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 48707, 352185]"
883,Ramaria subbotrytis,352197,species,2,43,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 48707, 352197]"
884,Russula subfoetens,352309,species,2,28,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396198, 352309]"
885,Tarzetta cupularis,352484,species,2,150,"[48460, 47170, 48250, 372740, 152032, 48717, 1148612, 210409, 352484]"
886,Tuber aestivum,352626,species,2,48,"[48460, 47170, 48250, 372740, 152032, 48717, 120277, 120278, 352626]"
887,Perenniporia,353024,genus,2,1931,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 353024]"
888,Monilinia fructicola,360215,species,2,45,"[48460, 47170, 48250, 372740, 55523, 49073, 204631, 360243, 360215]"
889,Hygrocybe ceracea,363606,species,2,726,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135226, 1135227, 51871, 1135479, 1135487, 363606]"
890,Pycnoporellus fulgens,367273,species,2,1756,"[48460, 47170, 47169, 492000, 50814, 47380, 55974, 335959, 367273]"
891,Fuscoporia ferrea,379808,species,2,72,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 328266, 379808]"
892,Bertia moriformis,381382,species,2,100,"[48460, 47170, 48250, 372740, 53539, 794115, 152556, 373263, 374531, 381382]"
893,Coleosporium tussilaginis,381759,species,2,542,"[48460, 47170, 47169, 416490, 69967, 69968, 1151228, 69969, 148087, 381759]"
894,Coniothyrium concentricum,381812,species,2,13,"[48460, 47170, 48250, 372740, 55174, 793883, 58701, 791641, 374625, 381812]"
895,Cylindrobasidium laeve,382078,species,2,160,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 374318, 382078]"
896,Dasyscyphella nivea,382116,species,2,57,"[48460, 47170, 48250, 372740, 55523, 49073, 791164, 374674, 382116]"
897,Diatrype disciformis,382151,species,2,139,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 352307, 353179, 382151]"
898,Melanophyllum haematospermum,383085,species,2,225,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 374890, 383085]"
899,Monilinia laxa,383155,species,2,61,"[48460, 47170, 48250, 372740, 55523, 49073, 204631, 360243, 383155]"
900,Postia tephroleuca,383815,species,2,136,"[48460, 47170, 47169, 492000, 50814, 47380, 55974, 118070, 383815]"
901,Ramularia hellebori,384084,species,2,13,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 375127, 384084]"
902,Rhizopogon luteolus,384119,species,2,97,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 1432580, 62476, 62475, 1303018, 384119]"
903,Stropharia pseudocyanea,384456,species,2,75,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48768, 53283, 1445305, 384456]"
904,Entoloma nitidum,410778,species,2,119,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1416547, 1416370, 410778]"
905,Encoelia furfuracea,448128,species,2,296,"[48460, 47170, 48250, 372740, 55523, 49073, 791904, 374721, 448128]"
906,Mycena polyadelpha,451036,species,2,10,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 451036]"
907,Calogaya decipiens,462563,species,2,1026,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232042, 464216, 462563]"
908,Tricholoma frondosae,464012,species,2,58,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444961, 1377701, 464012]"
909,Exidia repanda,472765,species,2,174,"[48460, 47170, 47169, 492000, 50814, 50815, 50816, 55569, 1152051, 472765]"
910,Rhodotus palmatus,481482,species,2,1500,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 481483, 481482]"
911,Diplodia tumefaciens,488922,species,2,283,"[48460, 47170, 48250, 372740, 55174, 143718, 143719, 374698, 488922]"
912,Dichomitus campestris,489840,species,2,81,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 353174, 489840]"
913,Ciboria coryli,492183,species,2,48,"[48460, 47170, 48250, 372740, 55523, 49073, 204631, 326844, 492183]"
914,Cystodermella cinnabarina,499719,species,2,285,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 338134, 499719]"
915,Hygrophorus pustulatus,499720,species,2,153,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1135223, 1135224, 63108, 1135949, 1371270, 499720]"
916,Hypsizygus tessulatus,499736,species,2,285,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 120863, 499736]"
917,Lyophyllum semitale,499749,species,2,65,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 118248, 499749]"
918,Clavaria falcata,499782,species,2,183,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128526, 49461, 53886, 499782]"
919,Hydnellum compactum,499959,species,2,7,"[48460, 47170, 47169, 492000, 50814, 52526, 52527, 52528, 499959]"
920,Entoloma hirtipes,500086,species,2,97,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1416381, 1420896, 500086]"
921,Mycena crocea,504601,species,2,943,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 504601]"
922,Lactarius pyrogalus,509439,species,2,157,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1422887, 509439]"
923,Picipes melanopus,510856,species,2,501,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 510853, 510856]"
924,Puccinia lapsanae,511070,species,2,146,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 511070]"
925,Agaricus brunneolus,512496,species,2,34,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 47394, 49548, 824803, 824806, 512496]"
926,Tricholoma basirubens,512856,species,2,14,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47498, 62484, 1444969, 1377698, 512856]"
927,Lactarius azonites,515021,species,2,34,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174533, 515021]"
928,Cystolepiota pulverulenta,516118,species,2,23,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 1181093, 179260, 516118]"
929,Fomitiporia punctata,519073,species,2,1411,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 352247, 519073]"
930,Fusicolla merismoides,525059,species,2,1217,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 118017, 496778, 525059]"
931,Trichoderma sulphureum,525060,species,2,675,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 48247, 352744, 525060]"
932,Ceriporiopsis gilvescens,532893,species,2,29,"[48460, 47170, 47169, 492000, 50814, 47380, 118046, 353354, 532893]"
933,Lanmaoa fragrans,544552,species,2,39,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 544550, 544552]"
934,Ceriporia purpurea,549156,species,2,92,"[48460, 47170, 47169, 492000, 50814, 47380, 964622, 328292, 549156]"
935,Anthina flammea,553335,species,2,42,"[48460, 47170, 48250, 499865, 553335]"
936,Russula cavipes,556952,species,2,31,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 556952]"
937,Russula anthracina,557137,species,2,15,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167956, 1483295, 1396126, 557137]"
938,Pseudocosmospora eutypellae,559698,species,2,5,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 118017, 559706, 559698]"
939,Cercospora moricola,564653,species,2,485,"[48460, 47170, 48250, 372740, 55174, 1037788, 144014, 153031, 327955, 564653]"
940,Russula amethystina,606192,species,2,24,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1396194, 606192]"
941,Pseudomicrostroma juglandis,622477,species,2,197,"[48460, 47170, 47169, 951335, 130023, 152587, 622476, 622477]"
942,Leucocybe connata,625290,species,2,640,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 625291, 625290]"
943,Entoloma chalybeum,627792,species,2,40,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1366581, 1444216, 627792]"
944,Cyclocybe erebia,628418,species,2,420,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 578451, 628418]"
945,Gyromitra fastigiata,628437,species,2,92,"[48460, 47170, 48250, 372740, 152032, 48717, 85119, 85118, 951400, 628437]"
946,Flammulina fennae,629164,species,2,12,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 67595, 629164]"
947,Lepra,630829,genus,2,3741,"[48460, 47170, 48250, 372740, 54743, 793487, 117423, 117864, 630829]"
948,Puccinia xanthii,704007,species,2,28,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 704007]"
949,Uromyces ficariae,707497,species,2,213,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 320859, 707497]"
950,Melampsora laricis-populina,715357,species,2,35,"[48460, 47170, 47169, 416490, 69967, 69968, 1151228, 179929, 179921, 715357]"
951,Steccherinum bourdotii,717370,species,2,116,"[48460, 47170, 47169, 492000, 50814, 47380, 974717, 118097, 717370]"
952,Clitocybe dealbata,737863,species,2,94,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 1155395, 1128513, 54625, 737863]"
953,Mycena viridimarginata,738968,species,2,108,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 738968]"
954,Oudemansiella furfuracea,785472,species,2,5593,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 55965, 785472]"
955,Russula medullata,790311,species,2,13,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396255, 790311]"
956,Cystoderma aureum,790781,species,2,690,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 923956, 337955, 790781]"
957,Clitocella fallax,791756,species,2,5,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 552801, 1475773, 791756]"
958,Lyophyllum atratum,811054,species,2,9,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 118248, 811054]"
959,Cortinarius olidus,824014,species,2,18,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 824014]"
960,Entoloma griseocyaneum,874992,species,2,12,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1366581, 1444219, 1444220, 874992]"
961,Lactarius rubrocinctus,875078,species,2,25,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1046273, 875078]"
962,Russula badia,875151,species,2,29,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1396119, 875151]"
963,Sparassis brevipes,875165,species,2,115,"[48460, 47170, 47169, 492000, 50814, 47380, 63019, 63020, 875165]"
964,Cortinarius hercynicus,885404,species,2,20,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1433684, 1150593, 885404]"
965,Puccinia adoxae,887895,species,2,52,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 887895]"
966,Perrotia flammea,888713,species,2,15,"[48460, 47170, 48250, 372740, 55523, 49073, 791164, 375010, 888713]"
967,Puccinia aegopodii,895450,species,2,114,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 895450]"
968,Polystigma rubrum,904052,species,2,28,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 792603, 1006829, 904052]"
969,Russula insignis,907680,species,2,25,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167952, 1396198, 1396205, 907680]"
970,Oudemansiella megalospora,921910,species,2,256,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55931, 55965, 921910]"
971,Lactarius intermedius,926539,species,2,56,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174534, 1366735, 926539]"
972,Golovinomyces sonchicola,953566,species,2,158,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394528, 333884, 953566]"
973,Cyanosporus subcaesius,959244,species,2,63,"[48460, 47170, 47169, 492000, 50814, 47380, 1415510, 959236, 959244]"
974,Dialonectria episphaeria,967590,species,2,69,"[48460, 47170, 48250, 372740, 53539, 794115, 48248, 118017, 417303, 967590]"
975,Diatrypella favacea,970750,species,2,47,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 352307, 353182, 970750]"
976,Erysiphe berberidis,979091,species,2,386,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394527, 328021, 979091]"
977,Entoloma clandestinum,991200,species,2,16,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 47166, 47165, 1416381, 1420891, 991200]"
978,Erysiphe catalpae,991314,species,2,2,"[48460, 47170, 48250, 372740, 55523, 49073, 55525, 1394527, 328021, 991314]"
979,Exidia candida,994298,species,2,62,"[48460, 47170, 47169, 492000, 50814, 50815, 50816, 55569, 994298]"
980,Lactarius ruginosus,994827,species,2,10,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 54597, 1174533, 994827]"
981,Fuscoporia contigua,995141,species,2,23,"[48460, 47170, 47169, 492000, 50814, 57519, 57518, 328266, 995141]"
982,Puccinia maculosa,1006704,species,2,16,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 84769, 1006704]"
983,Ramaria fagetorum,1013562,species,2,3,"[48460, 47170, 47169, 492000, 50814, 891028, 55154, 48710, 48707, 1013562]"
984,Russula amarissima,1015865,species,2,5,"[48460, 47170, 47169, 492000, 50814, 48341, 48340, 48339, 1167950, 1483299, 1396170, 1015865]"
985,Peroneutypa scoparia,1023339,species,2,81,"[48460, 47170, 48250, 372740, 53539, 792674, 48805, 352307, 353040, 1023339]"
986,Mycena lammiensis,1049057,species,2,2,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 55920, 55922, 1101287, 1049057]"
987,Uromyces hyacinthi,1067627,species,2,316,"[48460, 47170, 47169, 416490, 69967, 69968, 1151342, 84768, 320859, 1067627]"
988,Xerocomellus armeniacus,1105816,species,2,69,"[48460, 47170, 47169, 492000, 50814, 1094814, 48427, 48702, 1135850, 416305, 1105816]"
989,Mallocybe heimii,1112499,species,2,34,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 55574, 906226, 1112499]"
990,Paragymnopus perforans,1134361,species,2,267,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785516, 64013, 1071958, 1134361]"
991,Glaucopodes,1151846,section,2,359,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 48705, 48704, 1151846]"
992,Helvella fallax,1157558,species,2,3,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 1157558]"
993,Canocipes,1180085,section,2,400,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785517, 56310, 48522, 1180085]"
994,Helvella levis,1261751,species,2,59,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 1261751]"
995,Lyophyllum anthracophilum,1264389,species,2,111,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 787526, 118247, 118248, 1264389]"
996,Kuettlingeria teicholyta,1285381,species,2,180,"[48460, 47170, 48250, 372740, 54743, 952186, 54755, 54756, 1232041, 1285369, 1285381]"
997,Helvella fusca,1285417,species,2,11,"[48460, 47170, 48250, 372740, 152032, 48717, 49205, 49206, 1285417]"
998,Spodocybe,1319547,genus,2,228,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 1128302, 51870, 1247546, 1319547]"
999,Pluteus variabilicolor,1358208,species,2,18,"[48460, 47170, 47169, 492000, 50814, 1094814, 47167, 785522, 48420, 60783, 1366819, 1358208]"
1000,Coriolopsis trogii,1358514,species,2,10,"[48460, 47170, 47169, 492000, 50814, 47380, 47379, 335138, 1358514]"
