,gbifID,year,taxonID,scientificName,kingdom,phylum,class,order,family,subfamily,genus,subgenus,taxonRank,genericName,vernacularName,continent,country,municipality,locality,decimalLatitude,decimalLongitude,geodeticDatum
158122,1928228442,,,Leccinum melaneum (Smotl.) Pilát & Dermek,Fungi,Basidiomycota,,,Boletaceae,,Leccinum,,Species,,,Europe,Serbia,,"Nova Varos. ""Yugoslavia"" at the Hotel Panorama",,,
31058,3925100067,,63232,Leccinum scabrum,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,Leccinum,,species,,,,,,,43.861229893,19.3747966737,EPSG:4326
3731,1944372677,,343661,Leccinum versipelle,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,Leccinum,,species,,,,,,,44.10665,19.990997,EPSG:4326
350322,3862746550,,54105,Lecidea fuscoatra,Fungi,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,,Lecidea,,Species,,,,Serbia,,,,,
20431,2435590770,1969,,Lecidella elaeochroma,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Lecanoraceae,,Lecidella,,species,,,EUROPE,Serbia,,Insula Korcula (Dalmatia): Prope pagum Pupnat.,,,
344911,2437619736,1969,,Lempholemma,Fungi,Ascomycota,Lichinomycetes,Lichinales,Lichinaceae,,Lempholemma,,genus,,,EUROPE,Serbia,,"Dalmatia, insula Korcula: Prope Zrnovska Banja.",,,
349814,1671734192,,351359,Lentinellus cochleatus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,,Lentinellus,,species,,,,,,,42.8544272853,22.0063032775,EPSG:4326
606619,2429288369,,351360,Lentinellus omphalodes,Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,,Lentinellus,,species,,,,,,,44.2802339125,20.5333708564,EPSG:4326
27744,3415878753,,118231,Lentinellus ursinus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,,Lentinellus,,species,,,,,,,45.1782115766,19.6495698043,EPSG:4326
31697,3915517135,,351361,Lentinellus vulpinus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Auriscalpiaceae,,Lentinellus,,species,,,,,,,44.2265731056,19.9500975178,EPSG:4326
401099,3415587952,,1395761,Lentinus arcularius,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Lentinus,,species,,,,,,,45.2207117361,19.5636411672,EPSG:4326
375316,3456158755,,947949,Lentinus brumalis,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Lentinus,,species,,,,,,,44.1810582628,19.7970917814,EPSG:4326
3353,4076310221,,351365,Lentinus tigrinus,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,,Lentinus,,species,,,,,,,45.2313539011,19.686136762,EPSG:4326
397982,3903654517,,58669,Leotia lubrica,Fungi,Ascomycota,Leotiomycetes,Leotiales,Leotiaceae,,Leotia,,species,,,,,,,43.466245,20.8362583333,EPSG:4326
397447,3079553158,,515954,Lepiota brunneoincarnata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Verrucosporaceae,,Lepiota,,species,,,,,,,45.799479,20.124208,EPSG:4326
356344,3858191882,,379844,Lepiota castanea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Verrucosporaceae,,Lepiota,,species,,,,,,,45.1781666019,19.6490616428,EPSG:4326
399984,3302199446,,351371,Lepiota clypeolaria,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Verrucosporaceae,,Lepiota,,species,,,,,,,44.7394272061,20.5098129809,EPSG:4326
28330,3416070014,,58694,Lepiota cristata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Verrucosporaceae,,Lepiota,,species,,,,,,,45.175873971,19.8521793134,EPSG:4326
31155,1677305360,,854519,Lepiota erminea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Verrucosporaceae,,Lepiota,,species,,,,,,,43.4137145198,22.001581192,EPSG:4326
396940,3963378548,,922674,Lepiota ignivolvata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Verrucosporaceae,,Lepiota,,species,,,,,,,43.9438157,19.3108326997,EPSG:4326
35343,3383923223,,497834,Lepiota lilacea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Verrucosporaceae,,Lepiota,,species,,,,,,,44.7896813263,20.3961238638,EPSG:4326
24816,2963958826,,382931,Lepiota subincarnata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Verrucosporaceae,,Lepiota,,species,,,,,,,43.8582653513,20.5309732631,EPSG:4326
32852,3986277381,,994944,Lepista densifolia,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,,Lepista,,species,,,,,,,45.2706005014,19.500529326,EPSG:4326
607091,2992838425,,543041,Lepista glaucocana,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,,Lepista,,species,,,,,,,43.5362692724,20.789861083,EPSG:4326
21466,3416064302,,351380,Lepista nuda,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,,Lepista,,species,,,,,,,45.16676714,19.80476216,EPSG:4326
589527,4029066241,,565105,Lepista personata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,,Lepista,,species,,,,,,,45.2134650753,19.8048453033,EPSG:4326
28219,3112344310,,332507,Lepista sordida,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,,Lepista,,species,,,,,,,45.739722,20.165358,EPSG:4326
344894,4134338619,1968,,Lepra,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Pertusariaceae,,Lepra,,genus,,,,Serbia,,Montenegro. Maglič.,43.613333,20.537778,EPSG:4326
24154,2439281424,1965,,Leptogium,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,,Leptogium,,genus,,,EUROPE,Serbia,,"Istrien, Flaumeichenwald zwischen [between] Baderna and Tinjan.",,,
20449,2439337511,1969,,Leptogium cyanescens,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,,Leptogium,,species,,,EUROPE,Serbia,,"Alpes Julia. Prope lacum Bohinj, ad corticem Salicis, 570 m.s.m.",,,
335089,3022584083,,155861,"Leptotrochila ranunculi (Fr.) Schüepp, 1959",Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,,Leptotrochila,,Species,,,,Serbia,,Piva monast.,,,https://epsg.io/4326
21692,3385004486,,155059,Leratiomyces squamosus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,,Leratiomyces,,species,,,,,,,43.4333956002,21.3691639155,EPSG:4326
135695,3385078313,,119984,Leucoagaricus americanus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Leucoagaricus,,species,,,,,,,44.79290729,20.4023945332,EPSG:4326
383543,4161981391,,348978,Leucoagaricus barssii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Leucoagaricus,,species,,,,,,,44.6892971678,20.5147268938,EPSG:4326
33420,3079748214,,179125,Leucoagaricus leucothites,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Leucoagaricus,,species,,,,,,,45.799738,20.123375,EPSG:4326
401826,3947813499,,875089,Leucoagaricus pilatianus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Leucoagaricus,,species,,,,,,,46.14374684,19.7560029477,EPSG:4326
608678,2566052225,,233babd7-9c47-4dd4-bf4c-68f87d74659f,Leucocoprinus bresadolae (Schulzer) M.M. Moser,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Leucocoprinus,,species,,,,,,Serbia,,,
24447,4116072900,,567068,Leucocortinarius bulbiger,Fungi,Basidiomycota,Agaricomycetes,Agaricales,,,Leucocortinarius,,species,,,,,,,43.3471665299,20.7659291908,EPSG:4326
30639,3963253577,,67346,Leucopaxillus gentianeus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Tricholomataceae,,Leucopaxillus,,species,,,,,,,43.8445264896,19.4317501364,EPSG:4326
33423,4046709973,,118244,Limacella delicata glioderma,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,,Limacella,,variety,,,,,,,45.1760992948,19.6536749167,EPSG:4326
30837,1847643185,,1364980,Limacellopsis guttata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Amanitaceae,,Limacellopsis,,species,,,,,,,43.2962926102,20.8111524582,EPSG:4326
22490,3457072717,,1143528,Lindtneria panphyliensis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Stephanosporaceae,,Lindtneria,,species,,,,,,,45.1991669389,19.6802870735,EPSG:4326
344888,2435612798,1968,,Lobaria,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,,Lobaria,,genus,,,EUROPE,Serbia,,"Hercegovina. Maglic, in sylva virginea Perucica dicta.",,,
586035,2397685935,,48711,Lobaria pulmonaria,Fungi,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,,Lobaria,,species,,,,,,,43.1217853564,22.3188486347,EPSG:4326
4254,1677312478,,343169,Lycoperdon echinatum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,,Lycoperdon,,species,,,,,,,42.830556,21.808221,EPSG:4326
28001,2013763321,,154675,Lycoperdon excipuliforme,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,,Lycoperdon,,species,,,,,,,42.8552377868,22.0062949583,EPSG:4326
20664,4080930389,,351430,Lycoperdon flavotinctum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,,Lycoperdon,,species,,,,,,,45.1367992641,19.9245078248,EPSG:4326
4264,4075703740,,48443,Lycoperdon perlatum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,,Lycoperdon,,species,,,,,,,43.8708514012,19.4319611392,EPSG:4326
400730,2850962818,,118145,Lycoperdon pratense,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,,Lycoperdon,,species,,,,,,,44.13609,19.929304,EPSG:4326
603378,4039345763,,118139,Lycoperdon umbrinum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,,Lycoperdon,,species,,,,,,,43.358508,21.5531089722,EPSG:4326
3723,3947382937,,180365,Lycoperdon utriforme,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,,Lycoperdon,,species,,,,,,,43.8974816667,19.5142216667,EPSG:4326
386822,4138226633,,811054,Lyophyllum atratum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,,Lyophyllum,,species,,,,,,,43.8944299514,19.5556657578,EPSG:4326
32910,3109011435,,118243,Lyophyllum decastes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,,Lyophyllum,,species,,,,,,,44.0976312335,20.494941473,EPSG:4326
399401,1703163229,,567305,Lyophyllum loricatum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lyophyllaceae,,Lyophyllum,,species,,,,,,,45.7851602644,20.135986805,EPSG:4326
28818,2235488910,,49544,Macrocystidia cucumis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Macrocystidiaceae,,Macrocystidia,,species,,,,,,,44.2771713155,20.5255820372,EPSG:4326
19967,1677300511,,334321,Macrolepiota excoriata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Macrolepiota,,species,,,,,,,42.9562654681,22.1345758438,EPSG:4326
33767,1703223667,,481183,Macrolepiota konradii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Macrolepiota,,species,,,,,,,44.74607,20.540044,EPSG:4326
399682,4046225007,,351447,Macrolepiota mastoidea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Macrolepiota,,species,,,,,,,45.173717236,19.6462555722,EPSG:4326
401079,3415441279,,63401,Macrolepiota procera,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Macrolepiota,,species,,,,,,,45.1684527778,19.80605,EPSG:4326
400070,4091792449,,1416753,Macrolepiota procera pseudo-olivascens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,,Macrolepiota,,variety,,,,,,,43.2487297121,22.8455801681,EPSG:4326
387382,3348244138,,ASV:98cc301ee38e7cde60c95993c59dfdf7,Macrophomina phaseolina,Fungi,Ascomycota,Dothideomycetes,Botryosphaeriales,Botryosphaeriaceae,,Macrophomina,,,,,,Serbia,,,,,
28048,3747073339,,54717,Macrotyphula juncea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Phyllotopsidaceae,,Macrotyphula,,species,,,,,,,42.80581382,21.9501659274,EPSG:4326
33537,3416205795,,1112499,Mallocybe heimii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,,Mallocybe,,species,,,,,,,46.1566666667,19.6016666667,EPSG:4326
133280,4120904301,,118242,Marasmiellus candidus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,,,species,,,,,,,45.2052561332,19.8048127815,EPSG:4326
391850,3351526876,,ASV:f8699b0371fac004c161a2298a74a172,Marasmius bulliardii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,Marasmius,,,,,,Serbia,,"Mountain Fruska gora, Papratski do",,,
3986,3818377211,,ASV:3b429cfba7f4a431d358a220248a5f7e,Marasmius epiphylloides,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,Marasmius,,,,,,Serbia,,"Mountain Tara, Mitrovac",,,
579366,3988443398,,207599,Marasmius epiphyllus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,Marasmius,,species,,,,,,,45.1655748944,19.8066165671,EPSG:4326
398629,4126824115,,118240,Marasmius oreades,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,Marasmius,,species,,,,,,,45.460385,20.271795,EPSG:4326
34677,1677341239,,63100,Marasmius rotula,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,Marasmius,,species,,,,,,,42.835418,21.814592,EPSG:4326
392086,3987370096,,ASV:e37cd7551ee242f0c00ca2e9683ceb18,Marasmius torquescens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,Marasmius,,,,,,Serbia,,"Mountain Tara, Mitrovac",,,
33602,4134083321,,859855,Marasmius wettsteinii,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,Marasmius,,species,,,,,,,43.9187912,19.4241014997,EPSG:4326
20751,4137617129,,747487,Marasmius wynneae,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,,Marasmius,,species,,,,,,,43.8946069316,19.5556954891,EPSG:4326
402012,2429249088,,1097548,Megacollybia platyphylla,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Porotheleaceae,,Megacollybia,,species,,,,,,,44.2746802453,20.52914399,EPSG:4326
335252,2028385774,1968,53715,Megaspora verrucosa,Fungi,Ascomycota,Lecanoromycetes,Pertusariales,Megasporaceae,,Megaspora,,Species,,,,Serbia,,"Perucica dicta, ad latera montis Maglic",,,
18556,1305152394,,504456,Melampsora caprearum,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Melampsoraceae,,Melampsora,,species,,,,,,,43.262544,20.78521,EPSG:4326
396246,4009835735,,715357,Melampsora laricis-populina,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Melampsoraceae,,Melampsora,,species,,,,,,,44.8074780705,20.4054754555,EPSG:4326
158121,1928262297,,,Melanoleuca,Fungi,Basidiomycota,,,Tricholomataceae,,Melanoleuca,,Genus,,,Europe,Serbia,,"Hotel Palisad in Partizanske Voda, Zlatibor, ""Yugoslavia""",,,
399472,4091602478,,499766,Melanoleuca cognata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,,Melanoleuca,,species,,,,,,,45.2173424926,19.6041178331,EPSG:4326
371565,3348411297,,ASV:a73557879a328250274985e7da47f192,Melanoleuca exscissa,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,,Melanoleuca,,,,,,Serbia,,,,,
28173,3986188977,,351520,Melanoleuca grammopodia,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,,Melanoleuca,,species,,,,,,,45.1219621281,19.7328991417,EPSG:4326
31489,4133959498,,351524,Melanoleuca strictipes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Pluteaceae,,Melanoleuca,,species,,,,,,,43.921548,19.427022,EPSG:4326
396521,2429576104,,383085,Melanophyllum haematospermum,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Verrucosporaceae,,Melanophyllum,,species,,,,,,,44.2805181694,20.5160977279,EPSG:4326
20642,4018234662,,559111,Mensularia radiata,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,,Mensularia,,species,,,,,,,43.4288333333,21.4075966667,EPSG:4326
30841,1677283569,,157989,Meripilus giganteus,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meripilaceae,,Meripilus,,species,,,,,,,43.3685419388,21.6062450409,EPSG:4326
398778,4067240997,,179113,Merulius tremellosus,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Meruliaceae,,Merulius,,species,,,,,,,45.190406178,19.491145767,EPSG:4326
134803,2963903352,,984472,Metuloidea fragrans,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Steccherinaceae,,Metuloidea,,species,,,,,,,44.2709879687,20.5681442825,EPSG:4326
31275,3307532084,,947427,Micacei,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,,Coprinellus,,section,,,,,,,44.6959552,20.514655,EPSG:4326
153948,3817625197,,ASV:e32a5f19957464b9a438dbcde727dc61,Microbotryum cardui,Fungi,Basidiomycota,Microbotryomycetes,Microbotryales,Microbotryaceae,,Microbotryum,,,,,,Serbia,,"Kolubara District, near Divcibare",,,
356095,1989442685,1948,,Microbotryum violaceo-verrucosum,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,,Microbotryum,,species,,,Europe,Serbia,,"Raska, (Sandzak)",,,
578198,1098998346,,,Microsphaera trifolii (Grev.) U. Braun var. trifolii,Fungi,,,,,,,,,,,,YUG,,[Serbia] St. Prokop [Belgrad],44.8333320617676,20.5,WGS84
27723,3415361135,,120551,Mitrula paludosa,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mitrulaceae,,Mitrula,,species,,,,,,,43.3085694444,20.7914527778,EPSG:4326
144164,3348017613,,ASV:2a08ebb68f5885e20296a0fd68a9ea20,Monilinia fructicola,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,,Monilinia,,,,,,Serbia,,,,,
387643,3347941481,,ASV:4d093f488df9bf21659f1664750a1ca2,Monilinia fructigena,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,,Monilinia,,,,,,Serbia,,,,,
154773,3346137556,,ASV:bc92a8c180e1cce33aa6d46491d06058,Monilinia laxa,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,,Monilinia,,,,,,Serbia,,,,,
133301,4133680564,,120174,Morchella deliciosa,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,,Morchella,,species,,,,,,,43.8948765,19.4430790997,EPSG:4326
20351,1703226781,,58682,Morchella esculenta,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,,Morchella,,species,,,,,,,44.77571,20.616977,EPSG:4326
607139,4137980526,,1062891,Morchella purpurascens,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,,Morchella,,species,,,,,,,43.77042,21.93477,EPSG:4326
398041,4096555272,,1062775,Morchella semilibera,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,,Morchella,,species,,,,,,,45.7799562222,18.8956689835,EPSG:4326
375424,3759612972,,710294,Morchella steppicola,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,,Morchella,,species,,,,,,,45.1830515929,19.5859391615,EPSG:4326
348911,2898297311,,351596,Morchella vulgaris,Fungi,Ascomycota,Pezizomycetes,Pezizales,Morchellaceae,,Morchella,,species,,,,,,,43.3032575099,21.9869041443,EPSG:4326
158241,3772509798,,383170,Mucor mucedo,Fungi,Zygomycota,Mucoromycetes,Mucorales,Mucoraceae,,Mucor,,species,,,,,,,44.7795953983,20.4067930207,EPSG:4326
17410,3408666196,,ASV:33b519591236661034f7f09f8fba59e8,"Muriphaeosphaeria viburni Crous, D. Savic & R.K. Schumach., 2016",Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,,Muriphaeosphaeria,,,,,,Serbia,,,,,
152998,3415967356,,63580,Mutinus caninus,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,,Mutinus,,species,,,,,,,45.1642031443,19.7082262774,EPSG:4326
27980,4046338339,,63426,Mycena acicula,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,45.1713190374,19.501320909,EPSG:4326
27975,3385049790,,777193,Mycena arcangeliana,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,44.7918560996,20.412610732,EPSG:4326
31603,4054949722,,63434,Mycena capillaripes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,45.1216874365,19.7331905649,EPSG:4326
19863,4054860690,,63436,Mycena citrinomarginata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,45.121583814,19.7332750708,EPSG:4326
399093,4054753722,,566411,Mycena crocata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,45.11753571,19.7387145959,EPSG:4326
136332,3415711064,,504601,Mycena crocea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,45.1793631554,19.8401784036,EPSG:4326
386741,3947060943,,179107,Mycena epipterygia,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,43.9182254005,19.4205928016,EPSG:4326
402061,3925116783,,906235,Mycena epipterygia lignicola,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,variety,,,,,,,44.136078,22.14080355,EPSG:4326
388343,3385198739,,63466,Mycena filopes,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,44.7918560996,20.412610732,EPSG:4326
374179,4096467017,,63446,Mycena galericulata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,44.9527457989,19.3978289392,EPSG:4326
3616,1699386567,,63460,Mycena haematopus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,44.75003,20.533537,EPSG:4326
155123,3415761234,,63453,Mycena inclinata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,45.1166666667,19.7411111111,EPSG:4326
384781,4137663102,,1049057,Mycena lammiensis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,43.9317347138,19.4904132567,EPSG:4326
589682,1677282517,,63470,Mycena leptocephala,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,42.8660238938,22.0073435834,EPSG:4326
606628,4138369450,,1370906,Mycena luteovariegata,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,43.2794916667,20.81178,EPSG:4326
33051,4153676513,,383198,Mycena pelianthina,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,43.9401333333,19.3046722222,EPSG:4326
35534,3902629978,,1239856,Mycena picta,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,43.9176929722,19.4251499722,EPSG:4326
401215,4054908728,,499257,Mycena polygramma,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,45.1172934422,19.7378023786,EPSG:4326
607505,3903649432,,63473,Mycena pura,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,43.931305,19.3055833333,EPSG:4326
402118,4121077064,,464807,Mycena renati,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,45.1773279343,19.8480147868,EPSG:4326
398247,4046426981,,512746,Mycena rosea,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,45.174684293,19.646448891,EPSG:4326
32106,3947125379,,179020,Mycena rosella,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,43.9121131239,19.4200766723,EPSG:4326
398952,4133672875,,118253,Mycena sanguinolenta,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,43.9324378997,19.4901583,EPSG:4326
159223,1802769724,,63450,Mycena vitilis,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,45.7995963249,20.1416435838,EPSG:4326
24605,4138405467,,518976,Mycena vulgaris,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,,Mycena,,species,,,,,,,43.2792366667,20.8124783333,EPSG:4326
398035,3416120585,,128578,Mycenastrum corium,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Lycoperdaceae,,Mycenastrum,,species,,,,,,,44.9260949997,21.1872267,EPSG:4326
382791,4133786948,,1134741,Mycetinis alliaceus,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,,Mycetinis,,species,,,,,,,43.9170986,19.423639,EPSG:4326
345716,4133898101,,203669,Mycetinis scorodonius,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,,Mycetinis,,species,,,,,,,43.9192923,19.4229373997,EPSG:4326
28456,3407983133,,1409663,Mycosarcoma maydis,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,,Mycosarcoma,,species,,,,,,,45.1204175,19.6653316667,EPSG:4326
398668,3415630310,,179103,Myriostoma coliforme,Fungi,Basidiomycota,Agaricomycetes,Geastrales,Geastraceae,,Myriostoma,,species,,,,,,,46.1520447767,19.7329946235,EPSG:4326
387537,3346701842,,ASV:c0ba30418849e64f1c2301dc4db9c632,Myrmaecium fulvopruinatum,Fungi,Ascomycota,Dothideomycetes,Valsariales,Valsariaceae,,Myrmaecium,,,,,,Serbia,,,,,
133990,1802722174,,742831,Myxarium nucleatum,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Hyaloriaceae,,Myxarium,,species,,,,,,,44.745759,20.530665,EPSG:4326
136338,3456190304,,479444,Myxomphalia maura,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Fayodiaceae,,Myxomphalia,,species,,,,,,,45.121836,19.733127,EPSG:4326
585972,3947745876,,118012,Nectria cinnabarina,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,,Nectria,,species,,,,,,,43.7688966667,21.9088,EPSG:4326
29603,4134038528,,553907,Neoboletus erythropus,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,Neoboletus,,species,,,,,,,43.920825,19.4260861111,EPSG:4326
32421,4130143276,,553909,Neoboletus luridiformis,Fungi,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,,Neoboletus,,species,,,,,,,44.3315439671,19.8091810629,EPSG:4326
